OCI-Ly1_DMSO_rep1	OCI-Ly1_DMSO_rep2	OCI-Ly1_DMSO_rep3	OCI-Ly1_JIB04_150nM_rep1	OCI-Ly1_JIB04_150nM_rep2	OCI-Ly1_JIB04_150nM_rep3	OCI-Ly1_JIB04_500nM_rep1	OCI-Ly1_JIB04_500nM_rep2	OCI-Ly1_JIB04_500nM_rep3
PCBP1-AS1	191.807	130.384	162.999	210.545	145.326	126.972	360.907	285.143	356.567
PCBP2	2808.291	1926.9366	2983.515	3371.373	2903.4917	2426.7142	5004.176	3901.401	4433.45
PCBP3	0	0	0	0	0	1	0	0	1
PCBP4	40.0000169	21	27.99999	50	43.99993649526	30	307.99948	291.0002	223.0001
PCCA	134	89.8261	150.4183	129.3877	133.8305	96.31528438	276.21	211.6361	232.4325
PCCA-AS1	2	0	0	1	1	1	0	0	0
PCCB	3308.9976	2432.9997	3315.9964	3230.9981	3168.9967	2439.9964	3366.0029	2532.9971	3084.0028
PCDH1	0	0	0	0	0	0	4	0	0
PCDH10	2	0	1	0	2	0	3	1	1
PCDH11X	53.2460473088924	55.3380000032572	46.16147392601	50.6230659024928	59.457214866036	40.9546153971675	70.3971044358568	33.9784642643411	53.4833215485858
PCDH11Y	57.87867	32.5155	77.17266	43.99405	47.98489	44.322	62.63672	35.65128	60.7535
PCDH12	2	4	7	2	5	6	14	11	7
PCDH15	13.99998	5.91675	20.99999	15.00003	17.67403	16.65774	14.99996	19.99997	16.99995
PCDH17	0	10	0	1	3	1	3	2	3
PCDH18	0	0	0	0	0	0	1	0	0
PCDH19	0	0	0	0	0	0	0	0	1.0000000106142
PCDH20	0	0	0	0	0	0	0	0	0
PCDH7	2.0016403	10.011693	6.007638	4.023313	8.055174	3.002635	6.006233	13.010906	5.002593
PCDH8	0	0	0	0	0	0	0	0	2
PCDH9	137.985000187731	143.000000409836	176.000000253488	204.000000348159	195.00000145238	166.0003	233.0003	210.000000513544	282.000000581113
PCDH9-AS2	2	0	2	1	1	1	0	0	1
PCDH9-AS3	0	0	0	0	0	0	0	0	1
PCDHA1	0	0	0	1	0	0	0	0	0
PCDHA10	0	0	0	2	0	0	5.121759	1	0
PCDHA11	0	0	0	1	0	0	2.06097	0	2
PCDHA12	0	0	0	0	0	0	0	2	0
PCDHA13	0	0	0	0	0	0	0	0	0
PCDHA2	1	0	0	0	0	0	0	0	0
PCDHA3	0	0	0	0	0	0	4.16673	0	0
PCDHA4	0	0	0	0	1	0	2	0	0
PCDHA5	0	0	0	0	0	0	0	0	0
PCDHA6	0	0	0	0	0	0	0	0	0
PCDHA7	0	0	0	0	0	0	0	0	0
PCDHA8	0	0	0	1	0	0	0	0	3
PCDHA9	92.3831	38.066	69.0011	61.2923	90.1575	52.8375	43.7478	53.6738	65.8094
PCDHAC1	0	0	0	0	0	0	0	0	0
PCDHAC2	0	0	0	0	0	0	2	0	0
PCDHB1	0	0	0	0	0	0	0	0	1
PCDHB10	3.24749	2.11124	4.02279	4.13788	6.15326	4.03032	4	11.0042	4.25943
PCDHB11	31.4483	22.3551	18.6888	23.7816	29.9428	10.274	39.2307	22.1627	34.5643
PCDHB12	6.15793	5	2	13	7	4	12.1848	5.3618	10.2207
PCDHB13	3	0	8.0425	7	10.0948	3.0212	10.6396	9.68184	17.1283
PCDHB14	37.7322	19.1962	45.3034	32.1645	43.2857	25.5658	51.3685	49.2816	60.5752
PCDHB15	26.2678	17.1217	28.1986	33.2663	28.587	28.8582	63.8209	57.3444	54.5445
PCDHB16	69.3074	37.5215	58.8225	54.5265	59.8214	43.8572	58.7119	42.3432	57.9864
PCDHB17	0	0	0	0	0	0	0	0	0
PCDHB18	6	4	3	3.03752	5.02538	5.07342	22.1387	8	9
PCDHB19P	80.2915	46.5032	80.6761	71.4009	60.8203	43.4113	61.6895	43.0802	73.1865
PCDHB2	0	1.06798	0	0	0	0	1.57377	0	2.01959
PCDHB3	0	0	0	1.01247	4.02024	0	1.43776	6	2
PCDHB4	0	0	0	0	1.0044	0	0	0	2
PCDHB5	0	0	2	0	0	0	1	2	1
PCDHB6	0	0	0	0	0	0	0	2	0
PCDHB7	0	0	1	4	1.00429	0	3	0	1
PCDHB8	0	2	0	0	0	0	5.36044	0	0
PCDHB9	81.6029	44.583	75.5715	83.771	80.0877	65.0727	67.1798	46.1527	68.6554
PCDHGA1	50	49.7991	61.6081	38	48.8897	46	48	58.9768	45.591
PCDHGA10	120.6348	111.3387	121.1167	144.3472	113.7866	110.4187	144.2699	91.00000105024	110.4759
PCDHGA11	81.88787808	29	30.60808	54.36484803901	62.531	21.37621	64.6314	71.524	58.1162
PCDHGA12	56.7298	56.3463	89.2428	63.2059	58.1625	35.3056	77	53.5926	90.0981
PCDHGA2	12	1.000158836	9.12055	11	8	10.2182	26.3517	8.08693518391	20.2012
PCDHGA3	3.37726	5.3584886	3.0859200984463	4.32855	6.11033	4.10734	11.7927	6.353357065	9.8938
PCDHGA4	132	57.069398	156.3173	104	106	65	125	82	130
PCDHGA5	62	30.000000670164	50	59	47	37	79	48	66
PCDHGA6	49.6227	35.7432	56	60.6714	48	33.6744	68.8555	71.878000240525	64.0323
PCDHGA7	23.2615	21.7388	44.5434	34	18.0000000263718	29.000000440456	37.070692	48	34
PCDHGA8	21	16.6806	21.1854	36.2415	34	18	35.63431	32.260700020614	31.2818
PCDHGA9	16	6	24	16	23	13	24	23.000088008	35
PCDHGB1	193.738	107.235000014155	210.201	189.078	184.5777	174.2816	309.0483	302.9233	296.1762
PCDHGB2	110.262	36.7652	72.7989	91.922	83.5788	47.3363	123.127	90.1351	116.8227
PCDHGB3	67	30	54	46	38	46	64	44.0000000686388	85
PCDHGB4	30.1751	16.6219000818001	34.1463	26.6992	23.3058	22.601	35.693	18.9108	32.1776
PCDHGB5	20.8249	15.3838754	13.8537000314109	24.3008	22.67311	12.399	34.307	21.0892	18.8224
PCDHGB6	12	1.00005023	10	24	18	18.51985	20	15	25.4225
PCDHGB7	67.6044	26.9794	51	52	28	38.9398	44.65424	48.6341	39.5775
PCDHGB8P	22	7	31	15	26	16	31	23	20
PCDHGC3	52.64330157505	18.17162	40	73.8431	82.7123	28.4678535	80.633540431	35.5753	101.8373
PCDHGC4	30.0847	6	32.1718	47.997300216324	24.6724	12.159339	23.9304	16	26
PCDHGC5	10.153645	3.76845	8	7.0000032946	9	4.194254	11	13.0601	23.473579
PCDP1	0	0	0	0	0	0	0	0	0
PCED1A	314.9995	181.0003	256.0001	363.0003	319.9998	211.9998	635.9999	537.9996	517.9997
PCED1B	592	360	574	478	439.964	382	615.408	470	497
PCED1B-AS1	1262.11	739.934	1158.14	1093.88	1135.82	811.341	1093.64	838.711	1026.38
PCF11	5124	3527	5740	5169	5391	4223	6517	4794	5563
PCGEM1	0	0	0	0	0	0	0	0	0
PCGF1	289	171	232	283	240	217	396	332	362
PCGF2	24.6313	19.8523	27.0999	24.1337	27.7989	23.8224	37.6546	30.0566	45.3217
PCGF3	2166	1382	2032	1940	1870	1502	2124	1687	2008
PCGF5	2714.563	1760.757	2852.1874	2617.6544	3026.391	2413.00300282507	4734.03	3961.217	4783.5815
PCGF6	1011	783	1003.0005	1012.0002	1118.997	810	1444.9996	1184.00245	1323
PCID2	2306.997	1693	2238.002	2337.003	2250.001	1683	2969.999	2106.005	2533.004
PCIF1	708	422	578	727	545	457	709	615	664
PCK1	30.4731	18.8254	14.9268	15.6773	26.061	13.8736	25.8724	20.7828	31.3531
PCK2	364	278.0001	326.9998	800.0004	691.9998	480.9998	3201.002	2309.9988	2537.002
PCLO	66	32	57	73	75	52	98.00001	64	84
PCM1	5412.9	3739.45	5835.37	5894.8	6076.88	4780.06	10210.6	7167.13	8670.04
PCMT1	2696.99905	1918.0002	2810.9996	2709.9994	2852.0007	2239.9995	3467.0077	2700.0007	3186.9949
PCMTD1	616	506	819	641	823	658	1502	1017	1354
PCMTD2	1533.9982	1161	1751.0016	1615.9985	1735.9983	1293.9978	2576	2088	2407.9959
PCNA	12762.077	9516.003	14322.967	14037.05	14164.989	11672.981	20287.377	15095.758	16763.937
PCNA-AS1	218.959	0	0	0	0	0	236.603	114.235	435.014
PCNAP1	1	0	0	0	0	0	0	0	0
PCNP	1677	1301	1879	1623	1837	1471	2505	1894	2162
PCNT	3369	2281	3406	3826	3552	2798	8485	6595	7187
PCNX	1414	786	1412	1385	1362	990	2143	1613	2043
PCNXL2	390	215	308	345	329	269	717	504	647
PCNXL3	1619	1002.16	1311	1717.09	1466.09	1121	2529	2151	2413.23
PCNXL4	1671	1218	1672	1812	1927	1443	2645	1829	2579
PCOLCE	27	22	36	29	21	14	41	43	35
PCOLCE-AS1	1	0	1	2	2	2.22423	7	3	8
PCOLCE2	0	0	0	0	0	0	0	0	0
PCP2	22	11.99997	12	20.00003	15	7	10	14	31
PCP4	0	0	0	0	0	0	0	0	0
PCP4L1	23	21	30	29	23	19	92	39	48
PCSK1	1	0	0	0	0	0	0	0	0
PCSK1N	147	89	160	166	128	127	508	446	401
PCSK2	0	0	0	2	0	0	0	4	1
PCSK4	43	18	23	39	44	31	83	63	72
PCSK5	175.929	91.5556	128.586	134.143	132.484	91.4404	138.367	133.451	146.88
PCSK6	35.252899965	25.121096386	42.136796427	37.1184	19.3706	16.145799978	42.5903	12.3395195449	51.0914
PCSK7	648	383	542	602	506	376	932	729	887
PCSK9	2	0	0	0	0	1	1	5	8
PCTP	21.99999	14	18.00003	23	24	22	77	39	56
PCYOX1	956.636	651.213	927.798	911.692	928.909	689.368	1223.48	1011.3	1117.44
PCYOX1L	562	364	500	579	520	399	775	554	683
PCYT1A	657	490	793	712	677	573	1284	862	1001
PCYT1B	82.0817	41.121	71.8254	69.8784	93.388918078	54.54	76.962	59.1546	86.8105
PCYT2	1189.0003	714.00038881	1054.9998	1130.99930002317	952.00030320174	726.00012849478	1257.9991	964.0002	1144.9999626276
PDAP1	4998.65	3422.71	4962.4	4692.56	4562.09	3558.57	6063.85	4729.92	5435.18
PDC	1	0	3	0	1	0	0	0	0
PDCD1	2	0	0	0	0	0	3	2	4
PDCD10	1478	1011.001	1716	1451	1777	1427	2322	1700	2045
PDCD11	7354	4714	6910	7248	6617	5219	9230	7173	8068
PDCD1LG2	6	2	19	7	7	9	12	16	5
PDCD2	2736.997	1992.989	2886.995	2686.974	2936.004	2239.0003	3808.988132	2829.00230294007	3411.0018
PDCD2L	817	582	696	806	741	533	936	687	817
PDCD4	7409.64	5520.896	8702.081	8162.642	8940.22	6852.722	19086.44	13910.87	15479.31
PDCD5	1640	1219	1893	1797	1913	1517	2280	1842	2120
PDCD6	1760.23754	1139.81452	1692.29870001133	1541.84917	1613.01945287	1296.87830019619	2131.19824	1530.27	1934.8013
PDCD6IP	4398.061	2774.244	4558.967	4335.944	4506.412	3397.381	5408.759	4012.468	4954.037
PDCD7	1191.05	825.776	1221.19	1298.76	1121.33	958.139	1903.1	1449.35	1577.64
PDCL	1455.19	1185.16	1506.19	1446.57	1524.04	1191.54	2276.34	1807.92	1860.53
PDCL2	0	0	0	0	0	0	0	0	0
PDCL3	712.908	609.024	744.109	716.152	713.823	584.864	834.476	636.766	743.711
PDCL3P4	25.0921	18.9755	44.8909	33.848	28.177	26.1361	30.5242	37.2343	32.289
PDDC1	2509.3	1623.33	2220.1	2227.29	2160.98	1617.76	2224.61	1831.17	1998.34
PDE10A	0	0	0	0	0	0	4.0000000231482	0	5.00000003996
PDE11A	248.621	168.878	192.935	200.241	184.798	123.538	201.794	138.241	211.839
PDE12	1706.33	1257.92	1784.5	1574.45	1631.34	1289.04	1899.86	1357	1632.36
PDE1A	9.313447	4.715618	6.927761	6.117511	3.26225	9.304938	3	6.02188	9.568201
PDE1B	109	54	82	83	79	54	147.0004	148.0003	121
PDE1C	0	0	0	0	0	0	0	0	0
PDE2A	0	0	0	1.000000339426	1.0000000498853	1	12	0	9
PDE3A	22.0022	14.8137	22.6267	14.0585	14.598	16.2307	16.0001	16.6182	26.52455
PDE3B	28	22	48	36	27	35	49	41	51
PDE4A	76	58	94	109	75	74	152	160	201.0003
PDE4B	437	278.0001	420	430	429	337	632	421	634
PDE4C	201.383052839	132.598015168	205.09746	197.62252	211.08500888251	126.1232	179.827	122.369012636	177.09069775
PDE4D	9	7.0000035687	16.99998	21.00001	17	8	56.000013687	43.00001	56.9999601565
PDE4DIP	2006.1491707365	1318.36321	1898.01910006244	2096.97700038798	1863.46460004465	1421.3614090492	3253.96926034	2479.28060005457	2821.111817978
PDE5A	110.2031832	71.4068899	167.1380284	101.2124028	128.2006714	125.1219639	131.336000588272	73.03720082	110.1146813
PDE6A	469.782	340.365	492.207	474.988	406.541	281.718	385.579	270.852	450.425
PDE6B	407.25528	284.7251	441.67503	399.5304	432.0961	272.927	519.623	332.3925	436.55156
PDE6C	3	1	9	7	4	7	1	5	8
PDE6D	387	237	457	450	441	384	780	667	683
PDE6G	3	0	2	3	0	0	3	2	2
PDE6H	0	0	0	0	0	0	0	1	0
PDE7A	3960.137	2613.0604	4255.107	4254.031	4508.006	3465.18	7363.529	5579.98	6403.898
PDE7B	101.324	81.1984	97.9298	110.01	94.091	69.1387	66.3129	82.7768	59.9512
PDE8A	321	235	337.9997	319	313	244.9998	509	426	540.0007
PDE8B	68	49	59	80	87	51	94	71	84
PDE9A	0	0	0	0	0	0	0	3	0
PDF	760.769	499.148	771.263	774.501	744.94	562.737	1375.42	1055.35	1050.61
PDGFA	125.325	913.719	124.508	112.598	125.067	86.5452	98.5782	100.438	176.573
PDGFB	0	0	0	0	0	0	2	0	3
PDGFC	1	0	0	0	0	0	0	0	3
PDGFD	331.0004	215.9999	318	309	351.0004	279.0004	572.9999	416.0002	483.9997
PDGFRA	0	0	0	0	0	0	1	0	0
PDGFRB	1	0	0	1	0	0	9	5	2
PDGFRL	0	0	0	0	1	0	0	0	0
PDHA1	3978.0231	2862.378	4170.2402	3858.0043	3730.9738	3058.5403	4536.318	3666.9499	3845.7391
PDHA2	0	0	0	0	0	0	0	0	0
PDHB	2156.9956	1440.0048	2107.0007	2081.999	1984.99994	1508.9992	2118.001	1758.999	1972.004
PDHX	1039.47594	643.33191	1071.1257	961.6855	1066.8255	803.14591	1287.74348	1012.21453	1168.7956
PDIA2	2	1	5	6	3	4	8	8	1
PDIA3	10409.8	7697.85	11280.2	10101.5	9639.28	8288.26	10198	7411	8577.43
PDIA3P	120.158	102.151	139.772	126.517	100.724	91.7359	110.027	85.0026	109.569
PDIA4	9314	5985	8913	8799	8310	6736	8893	6800	7597
PDIA5	161	113	189.0002	138.9998	147.9995	118.00021	223.9996	195.00022	245.0004
PDIA6	6388.38	4688.3	6450.12	6243.71	6283.04	4926.48	7997.95	5692.82	6631.54
PDIK1L	811	600.9996	931	848	1013.0007	759.0005	1826.005	1349.001	1451
PDILT	0	0	0	0	0	0	2	0	0
PDK1	1457.04	1107.85	1881	1436.02	1456.04	1109	2899	2020.94	2444
PDK2	288.0001	186.9997	284.0001	333.0002	275.0004	232.0001	450.0002	390.9995	379
PDK3	1284.267	1030.986	1380.485	1269.806	1342.895	948.8343	1539.465	1322.293	1489.0261
PDK4	0	1	0	0	0	0	0	0	2
PDLIM1	1192	835	1231	1226	1121	893	2084	1552	1712
PDLIM2	174.026	104.844	159.077	157.755	171.212	90.4102	158.04625	80.3802	173.97415
PDLIM3	9	6	13	15.99998	9	12	14	25	19.00003
PDLIM4	0	0	0	0	0	0	0	0	0
PDLIM5	1206.17965	790.01928	1204.5606	1016.0513	1083.887	759.92444	1140.75770020231	825.0484	1079.67243
PDLIM7	319	155	215.9997	307.0002	269.0004	187	514.9999	404.9996	504.0002
PDP1	1526.999	1170.001	1624.001	1435	1592.001	1259.0005	2405	1739.9968	2066.996
PDP2	911.148	621.594	819.107	741.295	767.301	581.209	780.426	657.153	795.941
PDPK1	2593.77	1937.83	2451.1847	2689.4782	2478.01	1878.0814	3652.7799	2665.9258	3158.469
PDPN	17.074948	16.393881	22.15875	14.021047	15.223043	16.197035	14.066213	9.079171	12.070708
PDPR	2317.23	1590.34	2135.78	2321.99	2208.48	1686.36	3468.38	2566.97	3081.38
PDRG1	739	521	642	717	712	483	1005	769	864
PDS5A	13651.958	9228.996	14361.016	13334.024	14116.994	11385.019	19260.05	15101.999	18056.998
PDS5B	1285.62	915.711	1416.86	1315.71	1310.01	1167.81	1652.8	1257.27	1646.09
PDSS1	714.799	436.232	750.883	693.306	750.816	591.852	911.717	728.165	892.684
PDSS2	982.37	696.753	1018.05	972.414	1059.58	709.186	1337.43	966.447	1247.28
PDX1	0	0	0	0	0	0	0	0	0
PDXDC1	2971.75	2147.2	3058.53	2870.55	2796.25	2167.97	3611.52	2700.21	2976.32
PDXDC2P	1529.51	935.12	1368.47	1384.45	1371.09	1003.85	1557.24	1220.32	1403.2
PDXK	911.207	686.005	814.342	955.921	784.513	566.38	1199.49	958.677	1104.52
PDXP	2250	1481	1980	2153	1872	1485	2407	1885	2242
PDYN	0	0	0	0	0	0	3	0	0
PDZD11	579	409	558	534	523	442	641	559	655
PDZD2	1301	745	1196	1189	962	803	1520	1262	1371
PDZD3	2	0	1	0	0	1	0	0	1
PDZD4	1	0	0	2	0	0	0	0	0
PDZD7	91.6352	31.746	79.7257	73.5906	78.82691	43.7083	101.1492	79.15641	91.81279
PDZD8	1130	831	1167	1228	1138	1000	1687	1231	1453
PDZD9	129.953	96.7556	189.398	126.182	133.406	91.7444	103.222	103.65394	132.177
PDZK1	112.041	51.9345	86.7075	113.074	110.048	72.4162	111.172	80.7946	100.817
PDZK1IP1	0	0	0	0	0	0	0	0	0
PDZK1P1	34.8212	37.718	37.1058	35.9188	23.9134	23.8322	48.9204	34.3574	38.95
PDZRN3	520	413	532	544	520	408	684	566	665
PDZRN4	3	2	1	2	2	2	2	4	1
PEA15	1074	696	1012	1088	989	818	2624	2183	2455
PEAK1	329.036	244.917	406.8	330.582	345.801	251.375	551.612	509.427	582.536
PEAR1	2	1	2	3	1	10	1	14	7
PEBP1	7671	5555	7285	7435	7442	5732	9279	7199	7899
PEBP4	0	0	0	0	0	2	2	5	0
PECAM1	218.521	133.482	177.349	170.142	176.351	125.067	133.491	100.043	142.052
PECR	88.6342	36.4963	69.0308	90.1146	82.1228	60.1251	119.596	62.983	117.609
PEF1	2034.997	1430.0006	1777	1810.0016	1680.9996	1303.0005	2853.9933	2178.9961	2594.0004
PEG10	3879.002	2742	4152	4213	4052	3348	6196	5005	5876.018
PEG3	0	0	0	0	1	0	2	6	0
PEG3-AS1	0	0	0	0	0	0	0	0	2
PELI1	3672	2509	3734	3834	3870	3198	7670	5998	7043
PELI2	519	362	572	571	721	546	1647	1292	1599
PELI3	265.00025	198.9999	236.0005	260	251.0001	200.0002	328.9998	249.0002	378
PELO	767	482	725	662	605	505	1101	752	945
PELP1	1629.9978	1145.00384	1480.9969	1664.001	1476.9967	1189.9964	1839.9986	1694.00124	1790.004
PEMT	208.9999	81.00003	155.0002	162.99977	156.99997	121.99994	337.00039	294.99972	330.99996
PENK	0	0	0	0	0	0	0	0	0
PEPD	810.99984	533	701	806.99999	686.00049	504	1222.99669	734	962.00043
PER1	273	172	252	309	282	202	583	451	510
PER2	636.367	369.96	517.801	501.11	587.582	406.955	820.218	629.053	715.907
PER3	44	29	30	37	28	24	68	47	65
PER4	0	0	0	0	0	0	0	0	0
PERP	127	113	132	118	168	121	202	156	214
PES1	4184.999	2631.9952	3799.0002	3885.9964	3425.9954	2770.0041	4355.99578	3510.002	3999.002
PET100	696.0001	523.9996	716.9996	690	670.9999	581.0005	753	566.0004	657.9997
PET112	634	441	693	656	559	447	897	757	784
PET117	380.382	223.736	444.988	350.188	365.204	303.434	437.432	411.041	440.044
PEX1	2959	2147	3286	3177	3300	2665	4060	3113	3742
PEX10	480.588	293.2	422.5058	498.2986	420.75	325.8403	807.802	685.515	716.3828
PEX11A	131.369700060812	120.321291	156.048400443397	105.9634	104.396755904	77.8582000371977	149.4676	140.128	137.88147
PEX11B	440.00027	278.0001	469.00041	475.9997	495.9998	366.99993	771.0003	590.9997	666.9999
PEX11G	21	16	16	49	15	9	32.99995	25	36
PEX12	228	155	252	243	243	192	386	362	329
PEX13	749.119	532.446	785.692	653.434	796.544	600.522	923.376	790.927	964.392
PEX14	390	224	311	375	371	231	604	517	498
PEX16	805.0004	416	577	604.0002	584	447.9996	905.9996	741.0002	880.9995
PEX19	2083.9998	1324.9957	2036.0022	2002.0024	1955.9967	1549.9991	2839.9979	2198.99855	2611.0033
PEX2	3237.7152	2265.4306	3445.299	3234.438	3442.2868	2702.486	4101.9	3233.357	3908.147
PEX26	1655.091	1075.267	1533.311	1639.1712054	1460.195	1070.1163	2094.275	1597.7269	2024.368
PEX3	1117	803	1248	1109	1152	966	1570	1298	1443
PEX5	2153.9986	1477.0001	2039.0003	2037.9974	1891.9984	1263.0003	2044.0049	1523.0005	1849.9948
PEX5L	50.853577475	19.2328	87.20334030261	52.8764319188	62.522920782	38.251900964321	62.3904397	48.4633	83.5477567052
PEX6	865	554	739	818	695	542	838	736	828
PEX7	343	242	298	313	276	252	432	327	370
PF4	0	0	0	0	0	0	0	0	0
PF4V1	0	0	0	0	0	0	0	0	0
PFAS	4180.01	2484.24	3468.96	4047.7	3613.74	2686.63	4624.61	3644.21	3969.4
PFDN1	1422	934	1375	1359	1396	1159	2115	1518	1855
PFDN2	1056	708	954	986	923	684	1224	962	1173
PFDN4	543	436	667	527	741	588	901	730	733
PFDN5	3970.001	2732.003	3809.998	3684.998	3494.005	2915.998	4394.001	3250.003	3903.005
PFDN6	1328.9994	1031.0003	1454.9996	1336.00003	1331.00022	1050.99998	1396	1029.9997	1269.9999
PFKFB1	15	1	12	10	8	12	14	21	23.99998
PFKFB2	770.006	478.1905	748.0003	753.286	861.3019	662.1044	1192.998	931.24	1105
PFKFB3	1611	1209	1628	1679.002	1522	1133	2674.002	2136	2278.002
PFKFB4	266	237	376	143	90	46	198	127	123
PFKL	1703	1153.003	1694.998	1835.9964	1574.997	1057.9996	2689.003	2324.002	2381.002
PFKM	3832.366	2563.999	3484.3696	3643.4272	3223.4751	2492.002	3372.7006	2685.608	3026.7888
PFKP	3654.004	2625.999	3726.995	3616.003	3133.998	2446.0003	4737.995	3484.996	4059.001
PFN1	17279	12198	16324	16715	14560	12218	19127	15526	16727
PFN1P2	413	222	401.841	361	409	270	372.709	339	449.443
PFN2	1144	848	1242	1169	1282	1084	1837	1298	1533
PFN3	0	0	0	0	0	0	0	0	0
PFN4	33	18	34	41	30	29	68	51	52
PGA3	0	0	0	0	0	0	0	0	0
PGA4	0	0	0	0	0	0	0	0	0
PGA5	0	0	0	0	1	0	11	0	0
PGAM1	8007.29	5272.29	7424.38	7157.03	6241.36	4623.2	6569.21	5067.01	6281.85
PGAM1P5	43.0126	26.0318	31.0033	23.0276	46.0575	24.0122	48.1067	52.016	41
PGAM2	131	74	147	124	116	76	265	205	257
PGAM4	14.6941	6.69314	5.61332	7.95632	5.62244	6.78797	23.7545	7.96982	9.15095
PGAM5	5128.3062	3614.1829	4913.9131	4952.8406	4672.4246	3589.5488	5972.998	4657.496	5158.1501
PGAP1	399.875	255.438	386.114	392.418	433.247	327.408	499.969	382.528	534.877
PGAP2	918.99964427962	619.00021939028	787.999511945	888.999361468	845.999794615	623.99973	1322.99948292	994.999729	1214.00045328
PGAP3	242	125	207	245	246	141	374	293	322
PGBD1	473	321.0005	472.9999	540	532	411	810	606	705
PGBD2	206.00001	155	211.9996	148.00003	196.0001	182.0001	270.00012	169.9999	201.0002
PGBD3	136.887	99.4948	126.439	172.928	139.832	121.972	183.984	138.514	180.014
PGBD4	194	121	209	198	240	225	339	272	290
PGBD5	7	13	8	4	6	3	65	41	42
PGC	0	0	0	0	1	0	7	0	5
PGCP1	0	0	0	0	1	0	0	0	0
PGD	2604	1812	2491	2893	2446	2044	3828	2761	3300
PGF	25	20	11	23.00002	24.99998	18.99995	35	22	24
PGGT1B	1009	793	1138	971	1080	950	1655.69	1219	1378
PGK1	16993	12177	18785	14936	14273	11063	15885	11721	13946
PGK2	0	0	0	0	0	0	0	0	0
PGLS	1084	669	873	906	860	706	1121	970	1016
PGLYRP1	10	11	15	18	10	8	9	8	11
PGLYRP2	0	0	0	0	0	0	0	0	0
PGLYRP3	0	0	0	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0	0	0	0
PGM1	2398.9966	1588.9955	2223.9956	2232.0049	1980.9971	1618.9982	2282.9962	1939.99735	1967.0029
PGM2	4270	2931	4514	4426	4433	3582	7030	5514	6279
PGM2L1	200.76	119.589	238.853	186.731	250.655	131.635	311.889	242.255	307.467
PGM3	1481.753	976.74	1620.835	1451.655	1484.4	1202.838	2119.583	1636.346	1910.675
PGM5	0	0	6.01334	2.00217	5.00719	1.00459	3.01064	6.01175	7.01435
PGM5-AS1	0	4	0	0	0	0	0	0	0
PGM5P2	1684.29	1147.64	1795.97	1578.5	1585.06	1122.06	2257.54	1747.99	1947.64
PGP	910	583.864	798	917	818	682.894	995.523	729	898
PGPEP1	2859.87	2003.88	2872.67	2879.57	2644.21	2135.91	4401.91	3179.42	3467.36
PGPEP1L	4	3	3	6.00153	3	0	4.00409	9	6
PGR	0	0	0	0	0	0	0	0	0
PGRMC1	1137	874	1272	1191	1357	1001	2324	1764	2113
PGRMC2	509	342	502	539	521	399	616	621	599
PGS1	664	400	560	599.97	521	403	927	795.982	825.984
PHACTR1	191	124	193	152	137	134	163	131	176
PHACTR2	41.89460945294	23.6718831694	37.0439596194	42.5479	30.534444261	23.4800783594	57.4644932145	25.4077577964	49.69610109
PHACTR3	3	17	3	10	4	6	9	5	8
PHACTR4	998.01	606.6904	942.893	941.584	932.138	633.438	1053.866	903.282	981.531
PHAX	1914.58	1398.33	2129.57	1963.96	2066.17	1587.79	2705.57	2044.18	2351.71
PHB	5897	3684.87	5286	5563	5123	4082	6499	5015	5897
PHB2	7294.002	4629.999	6527.998	6742.999	6232.002	5082.9961	7528.004	5808.0031	6891.995
PHC1	1268.74	802.871	1070.45	1327.53	1258.06	876.832	2238.49	2031.27	2191.81
PHC2	552.99961	373	535	532.0003	506.00039	382.00003	714.9995	612.00007	701
PHC3	2445.78	1743.36	2569.63	2372.18	2677.61	2055.74	4287.57	3300.64	4103.3
PHEX	1	0	3	1	2	3	1	0	0
PHEX-AS1	6	4	1	4	10	3	6	9	5
PHF1	412	280	364	438	430	318	756.0007	580	663
PHF10	1256.183	946.402	1355.81	1315.561	1366.453	1105.412	1740.869	1198.218	1499.455
PHF11	613.151	443.768	656.549	584.611	647.112	498.062	773.761	622.908	711.711
PHF12	766	460.9998	699.0003	789	697	513.0003	1012	866	1046
PHF13	840	605	802	859	830	584	1033	956	980
PHF14	5078	3571	5493	4727	4953	3866	5714	4086	4881
PHF15	1401	961	1196	1241	1173	878	2095	1501	1818
PHF16	485.0004	297.0005	499.9997	489	472.0001	393.9998	1089	842	894
PHF17	2740.939	2019.448	2718.979	2541.864	2554.019	2091.971	2895.394	2434.568	2784.337
PHF19	2386.996	1548	2071.999	2189.999	2039.996	1459	3136	2601.996	2970.998
PHF2	618	464	562	677	676	467	1440	1132	1189
PHF20	2166.25	1587.34	2302.95	2259.21	2124.45	1716.88	2870.24	2087.36	2554.95
PHF20L1	3961.004	2901.004	4346.995	4066.005	4236.001	3439.004	7633.99	5322.999	6320.005
PHF21A	508	401	535	563	459	411.0004	897	767	884
PHF21B	150	109.9999	164	177.9999	157	129.9995	367	274.0006	332
PHF23	1384	1021	1438	1268	1152	1005	1264	1029	1049
PHF3	4897	3513	5789	4873	5368	4384	6925	5228	6148
PHF5A	1752	1271	1798	1867	1688	1370	2224	1692	1864
PHF6	3551.003	2468.004	3606.999	3345.998	3868.998	2929.004	3297.001	2789.996	3149.999
